Lot_number1	Lot_number2	Estimate_from1	Estimate_from2	Estimate_to1	Estimate_to2	Currency1	Currency2	Price1	Price2	Auction_date1	Auction_date2	Auction_time1	Auction_time2	Auction_location1	Auction_location2	Description1	Description2	link1	link2	Provenance1	Provenance2	Norm_price1	Norm_price2	Norm_estimate_from1	Norm_estimate_from2	Norm_estimate_to1	Norm_estimate_to2	Author	Art	Image	Days_distance	Resale_income	Estimate_from_income	Estimate_to_income
40	27	800000	2000000	1200000	3000000	GBP	USD	937250	2535000	25.06.2008	14.05.2018	1900-01-02 18:00:00	1899-12-28 23:00:00	London	New York	 francis picabia 1879 - 1953 sous les oliviers (coquetterie)   signed francis picabia (lower right)oil and ripolin on board74.5 by 104.5cm.29 3/8 by 41 1/8 in.painted circa 1924-27.  	 francis picabia 1879 - 1953 sous les oliviers (coquetterie)   signed francis picabia (lower right)oil and ripolin on board29 3/8 by 41 1/8 in.74.5 by 104.5 cmpainted circa 1924-27.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-evening-sale-l08007/lot.40.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/impressionist-modern-art-evening-sale-n09860/lot.27.html	"
 galerie mona-lisa, parismme paimparay, parisgalerie neuendorf, hamburgcharles saatchi, londonacquired from the above by the present owner in the 1980s
 "	"
 (probably) mariette mills, paris & new jersey (acquired by circa 1949)mme m paimparay, paris (acquired by circa 1951-52)michel périnet, paris (acquired in 1973)sale: palais d'orsay, paris, june 9, 1977, lot 38galerie de siene, paris (acquired at the above sale)(probably) galerie rudolf springer, berlin (acquired by circa 1980)galerie neuendorf, hamburgcharles & doris saatchi, london (acquired in 1983)private collection, london (acquired from the above in the 1980s and sold: sotheby's, london, june 25, 2008, lot 40)acquired at the above sale
 "	1466656	3479579	1251880	2745230	1877821	4117844	francis picabia	SOUS LES OLIVIERS (COQUETTERIE)	https://www.sothebys.com/content/dam/stb/lots/N09/N09860/149N09860_9SGZ9.jpg	3610	2012923	1493350	2240023
304	334	65000	200000	85000	300000	EUR	USD	176000	375000	18.07.2004	15.05.2018	1900-01-03 14:00:00	1899-12-28 14:00:00	Paris	New York	 francis picabia1879-1953 1879 - 1953 les calanques   signé francis picabia (en bas à gauche)huile sur carton marouflé sur panneau75,5 x 105 cm ; 29 3/4 x 41 3/8 inpeint vers 1942.  	 francis picabia 1879 - 1953 les calanques   signed francis picabia (lower left)oil on board mounted on panel29 3/4 by 41 3/8 in.75.5 by 105 cmpainted circa 1942.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/the-secret-garden-of-marianne-and-pierre-nahonbrbrle-jardin-secret-de-marianne-et-pierre-nahonbrart-moderne-contemporain-arts-dcoratifs-du-xxe-sicle-art-africain-et-livres-modernes-pf4098/lot.304.html	https://www.sothebys.com/en/auctions/ecatalogue/2018/impressionist-modern-art-day-sale-n09861/lot.334.html	"
 atelier de l'artisteippolito simonis, turingalerie 1900-2000, paris
 "	"
 estate of the artist, franceippolito simonis, turingalerie 1900-2000, parismarianne & pierre nahon, paris (and sold: sotheby's, paris, july 18, 2004, lot 304)acquired at the above sale
 "	225757	514730	83376	274523	109030	411784	francis picabia	LES CALANQUES	https://www.sothebys.com/content/dam/stb/lots/N09/N09861/196N09861_9N8BM.jpg	5049	288973	191147	302754
440	301	20000	70000	30000	90000	GBP	USD	36000	125000	21.06.2005	17.05.2017	1900-01-02 13:30:00	1899-12-28 14:00:00	London	New York	 francis picabia 1879 - 1953 effets de soleil au bord du loing   signed picabia and dated 1905 (lower right)oil on canvas33.5 by 46cm., 13 1/4 by 18 1/8 in.painted in 1905.  	 francis picabia 1879 - 1953 effet de soleil (avril); sur les bords du loing   signed picabia and dated 1905 (lower right); signed f. picabia, titled and dated 1905 (on the stretcher); signed picabia and dated 1905 (on the reverse)oil on canvas13 by 18 1/8 in.33 by 46 cmpainted in 1905.   	https://www.sothebys.com/en/auctions/ecatalogue/2005/impressionist-modern-art-day-sale-l05008/lot.440.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-day-sale-n09711/lot.301.html	"
 (possibly) charles heumann, parisacquired by the great uncle of the present owner in the 1910s
 "	"
 charles heumann, paris (possibly) private collection, france (acquired in the 1910s)private collection, france (by descent from the above and sold: sotheby's, london, june 21, 2005, lot 440)acquired at the above sale
 "	54612	168817	30340	94537	45510	121548	francis picabia	EFFETS DE SOLEIL AU BORD DU LOING	https://www.sothebys.com/content/dam/stb/lots/N09/N09711/827N09711_9F7ZH.jpg	4348	114205	64197	76038
150	304	7000	15000	10000	20000	GBP	USD	7200	37500	21.06.2005	17.05.2017	1900-01-02 10:00:00	1899-12-28 14:00:00	London	New York	 francis picabia 1879 - 1953 couple dansant   signed francis picabia (lower centre)watercolour, brush and ink and black crayon on tracing paperoval: 59 by 48.2cm., 23 1/4 by 19in.executed circa 1924-26.  	 francis picabia 1879 - 1953 untitled (couple dansant)   signed francis picabia (toward lower center)brush and ink, watercolor and black crayon on tracing papersheet: 25 3/4 by 21 in.65.4 by 53.3 cmexecuted circa 1924-26.  	https://www.sothebys.com/en/auctions/ecatalogue/2005/works-on-paper-l05009/lot.150.html	https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-day-sale-n09711/lot.304.html	"
 acquired by the present owner circa 1975
 "	"
 sale: palais galliera, paris, march 19, 1971, lot 145private collection, paris (acquired circa 1975 and sold: sotheby's, london, june 21, 2005, lot 150)acquired at the above sale
 "	10922	50645	10619	20258	15170	27010	francis picabia	COUPLE DANSANT	https://www.sothebys.com/content/dam/stb/lots/N09/N09711/N09711-304_web_new.jpg	4348	39723	9639	11840
90	407	10000	15000	15000	20000	GBP	GBP	10800	28750	15.03.2007	02.03.2017	1899-12-25 13:30:00	1900-01-02 10:00:00	Olympia	London	 francis picabia, 1879-1953 portrait de femme   signedwatercolour and coloured crayon paper60.5 by 47cm.; 23¾ by 18½in.  	 francis picabia 1879 - 1953 (sans titre) portrait de femme   signed francis picabia (lower right)watercolour, gouache, wash and pencil on paper64 by 50cm., 25 1/4 by 19 3/4 in.executed circa 1926-27.  	https://www.sothebys.com/en/auctions/ecatalogue/2007/impressionist-and-modern-art-w07715/lot.90.html	https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-day-sale-l17004/lot.407.html	"
 private collection, spain
 "	"
 galeria antoni estrany, barcelonaprivate collection, spain (sale: sotheby's, olympia, 15th march 2007, lot 90)purchased at the above sale by the present owner
 "	16746	54124	15505	28238	23258	37651	francis picabia	PORTRAIT DE FEMME	https://www.sothebys.com/content/dam/stb/lots/L17/L17004/234L17004_997WN_1.jpg	3640	37378	12733	14393
340	30	140000	1200000	180000	1800000	GBP	USD	612800	1632500	08.02.2006	14.11.2016	1900-01-02 14:30:00	1899-12-28 00:00:00	London	New York	 francis picabia 1879 - 1953 saint tropez, effet de soleil   signed picabia and dated 1909 (upper right)oil on canvas81.5 by 100.5cm., 32 1/8 by 39 5/8 in.painted in 1909.  	 francis picabia 1879 - 1953 saint-tropez, effet de soleil   signed picabia and dated 1909 (upper right); signed f. picabia, titled st. tropez, effet de soleil and dated 1909 (on the stretcher)oil on canvas32 1/8 by 39 1/2 in.81.5 by 100.3 cmpainted in 1909.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/impressionist-modern-art-day-sale-l06005/lot.340.html	https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-evening-sale-n09567/lot.30.html	"
 galeries georges petit, parisacquired from the above by the father of the present owner in 1933
 "	"
 galeries georges petit, paris private collection, france (acquired from the above in 1933) private collection, france (acquired by descent from the above and sold: sotheby’s, london, february 8, 2006, lot 340)acquired at the above sale
 "	943787	2142701	215617	1575033	277222	2362550	francis picabia	SAINT-TROPEZ, EFFET DE SOLEIL	https://www.sothebys.com/content/dam/stb/lots/N09/N09567/371N09567_959SX.jpg	3932	1198914	1359416	2085328
43	365	40000	50000	60000	70000	EUR	USD	53550	62500	30.05.2012	15.11.2016	1900-01-03 18:00:00	1899-12-28 15:00:00	Paris	New York	 francis picabia 1879 - 1953 baignade mystérieuse   signé francis picabia (en bas à droite)huile sur panneau59,6 x 48,3 cm23 1/2 x 19 in.peint vers 1937.  	 francis picabia 1879 - 1953 baignade mystérieuse   signed francis picabia (lower right)oil on panel23 1/2 by 19 in.59.6 by 48.3 cmpainted circa 1937.  	https://www.sothebys.com/en/auctions/ecatalogue/2012/art-impressionniste-et-moderne-pf1206/lot.43.html	https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-day-sale-n09568/lot.365.html	"
 vente : picard scp., paris, 25 novembre 1992, lot 42acquis lors de cette vente par le propriétaire actuel
 "	"
 sale: picard scp., paris, november 25, 1992, lot 42private collection, paris (acquired at the above sale and sold: sotheby's, paris, may 30, 2012, lot 43)acquired at the above sale 
 "	76081	82033	56830	65626	85245	91876	francis picabia	BAIGNADE MYSTÉRIEUSE	https://www.sothebys.com/content/dam/stb/lots/N09/N09568/1175N09568_979ZL.jpg	1630	5952	8796	6631
370	327	80000	150000	120000	250000	USD	USD	157000	175000	08.05.2008	06.05.2015	1899-12-28 14:00:00	1899-12-28 14:00:00	New York	New York	 francis picabia 1879 - 1953 au soleil couchant   signed picabia (lower right)oil on canvas25 1/2 by 29 3/8 in.64.3 by 74.5 cmpainted circa 1938.   	 francis picabia 1879 - 1953 soleil couchant    stamped with the signature picabia (lower right) oil on canvas 25 3/8 by 29 1/4 in.64.3 by 74.4 cmpainted circa 1938-40.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-modern-art-day-sale-n08438/lot.370.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-day-sale-n09341/lot.327.html	"
 galleries maurice sternberg, chicagoacquired from the above, 1970
 "	"
 galleries maurice sternberg, chicagodr. alvin ortner, louisville, kentucky (and sold by the estate: sotheby's, new york, may 8, 2008, lot 370)acquired at the above sale
 "	176565	226319	89969	193987	134954	323313	francis picabia	SOLEIL COUCHANT 	https://www.sothebys.com/content/dam/stb/lots/N09/N09341/538N09341_7P7SN.jpg	2554	49754	104018	188359
22	75	450000	600000	650000	900000	GBP	GBP	529250	725000	03.02.2009	03.02.2015	1900-01-02 19:00:00	1900-01-02 18:30:00	London	London	 francis picabia 1879 - 1953 lunis   signed francis picabia (lower right) and titled (upper left)oil and mixed media on canvas65 by 52.2cm.25 5/8 by 20 5/8 in.painted in 1929-30.  	 francis picabia 1879 - 1953 lunis   signed francis picabia (lower right) and titled (upper left)oil and mixed media on canvas65 by 52.2cm.25 5/8 by 20 5/8 in.painted in 1929-30.  	https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-modern-art-evening-sale-l09601/lot.22.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/surrealist-art-evening-sale-l15003/lot.75.html	"
 maurice montet, paris (1981)galerie le chanjour, niceprivate collection, switzerland sale: sotheby's, london, 7th february 2006, lot 65purchased at the above sale by the present owner
 "	"
 maurice montet, paris (acquired by 1981)
galerie le chanjour, nice
private collection, switzerland
sale: sotheby's, london, 7th february 2006, lot 65
sale: sotheby's, london, 3rd february 2009, lot 22
purchased at the above sale by the present owner
 "	859674	1323747	730946	1095514	1055812	1643272	francis picabia	LUNIS	https://www.sothebys.com/content/dam/stb/lots/L15/L15003/139L15002_7Y68G_1.jpg	2191	464073	364568	587460
65	75	220000	600000	280000	900000	GBP	GBP	1072000	725000	07.02.2006	03.02.2015	1900-01-02 18:30:00	1900-01-02 18:30:00	London	London	 francis picabia 1879 - 1953 lunis   signed francis picabia (lower right) and titled (upper left)oil and mixed media on canvas65 by 52.2cm.25 5/8 by 20 5/8 in.painted in 1929-30.  	 francis picabia 1879 - 1953 lunis   signed francis picabia (lower right) and titled (upper left)oil and mixed media on canvas65 by 52.2cm.25 5/8 by 20 5/8 in.painted in 1929-30.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/impressionist-modern-art-evening-sale-l06002/lot.65.html	https://www.sothebys.com/en/auctions/ecatalogue/2015/surrealist-art-evening-sale-l15003/lot.75.html	"
 maurice montet, paris (1981)galerie le chanjour, niceprivate collection, switzerland
 "	"
 maurice montet, paris (acquired by 1981)
galerie le chanjour, nice
private collection, switzerland
sale: sotheby's, london, 7th february 2006, lot 65
sale: sotheby's, london, 3rd february 2009, lot 22
purchased at the above sale by the present owner
 "	1651011	1323747	338827	1095514	431234	1643272	francis picabia	LUNIS	https://www.sothebys.com/content/dam/stb/lots/L15/L15003/139L15002_7Y68G_1.jpg	3283	-327264	756687	1212038
307	453	50000	80000	70000	120000	EUR	USD	54000	100000	18.07.2004	08.05.2013	1900-01-03 14:00:00	1899-12-28 13:30:00	Paris	New York	 francis picabia1879-1953 1879 - 1953 les lavandières   signé francis picabia (en bas à droite)huile sur toile92 x 73 cm ; 36 1/4 x 28 3/4 inpeint en 1935.  	 francis picabia 1879 - 1953 les lavandières   signed francis picabia (lower right)oil on canvas36 1/4 by 28 3/4 in.92 by 73 cmpainted in 1935.  	https://www.sothebys.com/en/auctions/ecatalogue/2004/the-secret-garden-of-marianne-and-pierre-nahonbrbrle-jardin-secret-de-marianne-et-pierre-nahonbrart-moderne-contemporain-arts-dcoratifs-du-xxe-sicle-art-africain-et-livres-modernes-pf4098/lot.307.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-day-sale-n08988/lot.453.html	"
 galerie romanet, algervente : maître tajan, hôtel drouot, paris, 28 mars 1996, lot 49vente : maître kohn, hôtel drouot, paris, 17 décembre 1997, lot 31 (acquis par les propriétaires actuels)
 "	"
 galerie romanet, algierssale: mâitre tajan, hôtel drouot, paris, march 28, 1996, lot 49sale: mâitre kohn, hôtel drouot, paris, december 17, 1997, lot 31marianne & pierre nahon, vence (acquired at the above sale and sold: sotheby's, paris, july 18, 2004, lot 307)private collection, switzerland (acquired at the above sale)
 "	69266	123264	64135	98611	89789	147917	francis picabia	LES LAVANDIÈRES	https://www.sothebys.com/content/dam/stb/lots/N08/N08988/679N08988_6WJJC.jpg	3216	53998	34476	58128
258	432	20000	20000	30000	30000	EUR	GBP	24750	32450	02.07.2008	06.02.2013	1900-01-03 19:00:00	1900-01-02 10:30:00	Paris	London	 francis picabia 1879 - 1953 portrait de femme   signé francis picabia (en bas à droite)huile sur toile61 x 50 cm; 24 x 19 5/8 in.peint en 1940.  	 francis picabia 1879 - 1953 portrait de femme   signed francis picabia (lower right)oil on canvas61 by 50cm., 24 by 19 3/4 in.painted in 1940.  	https://www.sothebys.com/en/auctions/ecatalogue/2008/impressionist-and-modern-art-pf8008/lot.258.html	https://www.sothebys.com/en/auctions/ecatalogue/2013/impressionist-modern-art-day-sale-l13004/lot.432.html		"
 private collection, france (sale: sotheby's, paris, 3rd july 2008, lot 258)purchased at the above sale by the present owner
 "	33200	56544	26828	34849	40243	52274	francis picabia	PORTRAIT DE FEMME	https://www.sothebys.com/content/dam/stb/lots/L13/L13004/114L13004_6QMW8.jpg	1680	23344	8021	12031
125	312	60000	60000	80000	80000	USD	USD	74500	122500	06.05.2009	03.05.2012	1899-12-28 14:00:00	1899-12-28 14:00:00	New York	New York	 francis picabia 1879 - 1953   17 1/2 by 12 1/4 in.44.5 by 31 cm  	 francis picabia 1879 - 1953 transparence   signed francis picabia (lower center)gouache, pencil and watercolor on paper17 1/2 by 12 1/4 inches44.5 by 31 cmexecuted circa 1935.  	https://www.sothebys.com/en/auctions/ecatalogue/2009/impressionist-modern-art-day-sale-n08547/lot.125.html	https://www.sothebys.com/en/auctions/ecatalogue/2011/impressionist-modern-art-day-sale-n08851/lot.312.html		"
 galerie et éditions, parismichael werner gallery, new york & cologneprivate collection (acquired from the above in 2000 and sold: sotheby's, new york, may 6, 2009, lot 125)acquired at the above sale
 "	85485	146254	68847	71634	91796	95512	francis picabia	TRANSPARENCE	https://www.sothebys.com/content/dam/stb/lots/N08/N08851/539N08851_5ZYKY.jpg	1093	60769	2787	3716
51	10	1200000	2500000	1600000	3500000	USD	USD	1808000	1762500	07.11.2006	02.05.2012	1899-12-28 00:00:00	1899-12-28 23:00:00	New York	New York	 francis picabia 1879 - 1953 bal nègre   signed and dated francis picabia 1947 (lower right) and titled bal negre (top center)oil on panel60 1/2 by 43 1/2 in.153.5 by 110.5 cmpainted in 1947.  	 francis picabia 1879 - 1953 bal nègre   signed francis picabia (lower center) and dated 1947 (lower right); titled (top center)oil on panel60 5/8 by 43 5/8 in.154 by 110.8 cmpainted in 1947.  	https://www.sothebys.com/en/auctions/ecatalogue/2006/impressionist-modern-art-evening-n08239/lot.51.html	https://www.sothebys.com/en/auctions/ecatalogue/2012/impressionist-modern-art-evening-sale-n08850/lot.10.html	"
 estate of the artist
dr. jean audouin, paris (acquired circa 1980)
dominique kanga, paris (sold: sotheby's, london, june 28, 1989, lot 190)
private collection, france (acquired at the above sale) 
acquired from the above by the present owner
 "	"
 estate of the artist
dr. jean audouin, paris (acquired by 1980)
dominique kanga, paris (acquired by 1985 and sold: sotheby's, london, june 28, 1989, lot 190) 
private collection, france (acquired at the above sale)
private collection, europe (acquired from the above after 2002 and sold: sotheby's, new york, november 7, 2006, lot 51)
acquired at the above sale
 "	1976201	2104268	1311638	2984777	1748851	4178688	francis picabia	BAL NÈGRE	https://www.sothebys.com/content/dam/stb/lots/N08/N08850/440N08850_49QYM.jpg	2003	128067	1673139	2429837
